time,pv_ac_kw,load_kw,served_load_kw,unserved_load_kw,curtailed_pv_kw,soc,charge_kw,discharge_kw,battery_throughput_kwh
2025-01-01 00:00:00+00:00,0.0,20.182830247852657,20.182830247852657,0.0,0.0,0.39377457764288076,0.0,20.182830247852657,20.182830247852657
2025-01-01 01:00:00+00:00,0.0,19.426256292303034,19.426256292303034,0.0,0.0,0.29153112347286475,0.0,19.426256292303034,19.426256292303034
2025-01-01 02:00:00+00:00,0.0,20.758769369514646,20.758769369514646,0.0,0.0,0.18227444258068243,0.0,20.758769369514646,20.758769369514646
2025-01-01 03:00:00+00:00,2.495002966852045,21.819824962477654,18.127147057181705,3.692677905295948,0.0,0.1,0.0,15.63214409032966,15.63214409032966
2025-01-01 04:00:00+00:00,6.489830859356455,22.38868401592334,6.489830859356456,15.898853156566883,0.0,0.1,0.0,0.0,0.0
2025-01-01 05:00:00+00:00,10.854171832785159,27.94618759128506,10.854171832785159,17.0920157584999,0.0,0.1,0.0,0.0,0.0
2025-01-01 06:00:00+00:00,20.76959902314102,37.11794358369915,20.76959902314102,16.348344560558132,0.0,0.1,0.0,0.0,0.0
2025-01-01 07:00:00+00:00,28.437058565077248,44.28034449695767,28.437058565077248,15.84328593188042,0.0,0.1,0.0,0.0,0.0
2025-01-01 08:00:00+00:00,61.15937732285129,47.97139382596278,47.97139382596278,0.0,0.0,0.16264292161022045,13.187983496888513,0.0,13.187983496888513
2025-01-01 09:00:00+00:00,78.00370308463452,43.563999234687735,43.563999234687735,0.0,0.0,0.32623151489746766,34.43970384994679,0.0,34.43970384994679
2025-01-01 10:00:00+00:00,83.71444526929565,37.97228680524901,37.97228680524901,0.0,0.0,0.5435067676016893,45.74215846404664,0.0,45.74215846404664
2025-01-01 11:00:00+00:00,81.60289073499017,37.01954578099309,37.01954578099309,0.0,0.0,0.7552776561331754,44.58334495399708,0.0,44.58334495399708
2025-01-01 12:00:00+00:00,75.11692909969601,31.201986734556723,31.201986734556723,0.0,14.970473591774365,0.8927638828066589,28.944468773364918,0.0,28.944468773364918
2025-01-01 13:00:00+00:00,70.25903398573635,30.407439297451038,30.407439297451038,0.0,38.404371249617085,0.899638194140333,1.4472234386682317,0.0,1.4472234386682317
2025-01-01 14:00:00+00:00,50.60059987248594,31.101590426082915,31.101590426082915,0.0,19.426648274469613,0.8999819097070167,0.07236117193340874,0.0,0.07236117193340874
2025-01-01 15:00:00+00:00,21.844211338207355,34.26759760192922,34.26759760192922,0.0,0.0,0.8345956662137438,0.0,12.423386263721863,12.423386263721863
2025-01-01 16:00:00+00:00,23.65460880425643,44.169222647261755,44.169222647261755,0.0,0.0,0.7266240144084526,0.0,20.514613843005325,20.514613843005325
2025-01-01 17:00:00+00:00,0.0,47.786083436385425,47.786083436385425,0.0,0.0,0.4751183121116872,0.0,47.786083436385425,47.786083436385425
2025-01-01 18:00:00+00:00,0.0,65.24167318234338,50.0,15.241673182343376,0.0,0.21196041737484506,0.0,50.0,50.0
2025-01-01 19:00:00+00:00,0.5192738999857862,75.27335375839527,21.791753201206348,53.481600557188926,0.0,0.1,0.0,21.27247930122056,21.27247930122056
2025-01-01 20:00:00+00:00,1.865982372132017,79.55633024792259,1.8659823721320237,77.69034787579056,0.0,0.1,0.0,0.0,0.0
2025-01-01 21:00:00+00:00,0.0,73.84627614612016,0.0,73.84627614612016,0.0,0.1,0.0,0.0,0.0
2025-01-01 22:00:00+00:00,0.0,65.8977446074909,0.0,65.8977446074909,0.0,0.1,0.0,0.0,0.0
2025-01-01 23:00:00+00:00,0.0,48.97222647541894,0.0,48.97222647541894,0.0,0.1,0.0,0.0,0.0
2025-01-02 00:00:00+00:00,0.0,19.743003306702136,0.0,19.743003306702136,0.0,0.1,0.0,0.0,0.0
2025-01-02 01:00:00+00:00,0.0,19.840036885108074,0.0,19.840036885108074,0.0,0.1,0.0,0.0,0.0
2025-01-02 02:00:00+00:00,0.0,20.625909719590062,0.0,20.625909719590062,0.0,0.1,0.0,0.0,0.0
2025-01-02 03:00:00+00:00,2.20550126018993,21.453685343887088,2.20550126018993,19.248184083697158,0.0,0.1,0.0,0.0,0.0
2025-01-02 04:00:00+00:00,6.254883509457241,24.075037581325933,6.25488350945724,17.820154071868693,0.0,0.1,0.0,0.0,0.0
2025-01-02 05:00:00+00:00,10.67014481096359,29.458176750557914,10.670144810963588,18.788031939594326,0.0,0.1,0.0,0.0,0.0
2025-01-02 06:00:00+00:00,20.608347234397485,39.351827623195824,20.608347234397485,18.74348038879834,0.0,0.1,0.0,0.0,0.0
2025-01-02 07:00:00+00:00,28.602632719277295,44.15941118905402,28.602632719277295,15.556778469776724,0.0,0.1,0.0,0.0,0.0
2025-01-02 08:00:00+00:00,63.23172073358474,47.25802358016483,47.25802358016483,0.0,0.0,0.17587506147874457,15.973697153419906,0.0,15.973697153419906
2025-01-02 09:00:00+00:00,79.3055649808901,43.616671502351295,43.616671502351295,0.0,0.0,0.34539730550180386,35.6888934785388,0.0,35.6888934785388
2025-01-02 10:00:00+00:00,84.10849685255818,37.679921816111715,37.679921816111715,0.0,0.0,0.5659330369249246,46.42857503644646,0.0,46.42857503644646
2025-01-02 11:00:00+00:00,82.07790715141817,37.400668866547235,37.400668866547235,0.0,0.0,0.7781499187780615,44.67723828487094,0.0,44.67723828487094
2025-01-02 12:00:00+00:00,75.92058257547205,31.033849520735288,31.033849520735288,0.0,20.516716810349067,0.8939074959389031,24.3700162443877,0.0,24.3700162443877
2025-01-02 13:00:00+00:00,67.31873902059937,28.671440218906913,28.671440218906913,0.0,37.42879798947307,0.8996953747969451,1.2185008122193892,0.0,1.2185008122193892
2025-01-02 14:00:00+00:00,49.9933587326407,29.912775059756477,29.912775059756477,0.0,20.01965863227324,0.8999847687398472,0.06092504061098225,0.0,0.06092504061098225
2025-01-02 15:00:00+00:00,33.98566790488356,35.86087453357923,35.86087453357923,0.0,0.0,0.8901152601677649,0.0,1.8752066286956648,1.8752066286956648
2025-01-02 16:00:00+00:00,13.456140503000013,44.6600386879039,44.6600386879039,0.0,0.0,0.7258842170893233,0.0,31.203898184903885,31.203898184903885
2025-01-02 17:00:00+00:00,0.0,50.00315453810174,50.0,0.0031545381017394902,0.0,0.4627263223524812,0.0,50.0,50.0
2025-01-02 18:00:00+00:00,0.0,62.29735039101621,50.0,12.29735039101621,0.0,0.19956842761563906,0.0,50.0,50.0
2025-01-02 19:00:00+00:00,0.6857098284925562,75.9113188528387,19.603711075463977,56.30760777737473,0.0,0.1,0.0,18.918001246971418,18.918001246971418
2025-01-02 20:00:00+00:00,1.9132317352251031,80.28004586164512,1.9132317352250965,78.36681412642002,0.0,0.1,0.0,0.0,0.0
2025-01-02 21:00:00+00:00,0.0,75.88084150631846,0.0,75.88084150631846,0.0,0.1,0.0,0.0,0.0
2025-01-02 22:00:00+00:00,0.0,65.22817608767171,0.0,65.22817608767171,0.0,0.1,0.0,0.0,0.0
2025-01-02 23:00:00+00:00,0.0,49.53034257657508,0.0,49.53034257657508,0.0,0.1,0.0,0.0,0.0
2025-01-03 00:00:00+00:00,0.0,20.407348137843137,0.0,20.407348137843137,0.0,0.1,0.0,0.0,0.0
2025-01-03 01:00:00+00:00,0.0,20.092517507896773,0.0,20.092517507896773,0.0,0.1,0.0,0.0,0.0
2025-01-03 02:00:00+00:00,0.0,20.477794691630006,0.0,20.477794691630006,0.0,0.1,0.0,0.0,0.0
2025-01-03 03:00:00+00:00,2.245597542978052,21.622929970286272,2.2455975429780537,19.377332427308218,0.0,0.1,0.0,0.0,0.0
2025-01-03 04:00:00+00:00,6.288575450654896,22.74102625290768,6.288575450654896,16.452450802252784,0.0,0.1,0.0,0.0,0.0
2025-01-03 05:00:00+00:00,10.71672346624317,28.803395581518455,10.71672346624317,18.086672115275285,0.0,0.1,0.0,0.0,0.0
2025-01-03 06:00:00+00:00,20.628201124066116,36.454355429479264,20.628201124066116,15.826154305413148,0.0,0.1,0.0,0.0,0.0
2025-01-03 07:00:00+00:00,29.058489915519782,43.84764737078812,29.058489915519782,14.789157455268334,0.0,0.1,0.0,0.0,0.0
2025-01-03 08:00:00+00:00,63.877657539042815,47.599416866206504,47.599416866206504,0.0,0.0,0.17732164319597246,16.27824067283631,0.0,16.27824067283631
2025-01-03 09:00:00+00:00,80.07361920919256,46.713220778518874,46.713220778518874,0.0,0.0,0.33578353574167247,33.36039843067368,0.0,33.36039843067368
2025-01-03 10:00:00+00:00,83.6490324239585,36.03527864970362,36.03527864970362,0.0,0.0,0.5619488661693831,47.61375377425488,0.0,47.61375377425488
2025-01-03 11:00:00+00:00,81.10792451722338,37.22627366403078,37.22627366403078,0.0,0.0,0.770386707722048,43.8816508531926,0.0,43.8816508531926
2025-01-03 12:00:00+00:00,74.71348906103856,29.568148162395744,29.568148162395744,0.0,19.222682443052406,0.8935193353861024,25.92265845559041,0.0,25.92265845559041
2025-01-03 13:00:00+00:00,65.14542345852631,29.117283361618092,29.117283361618092,0.0,34.7320071741287,0.8996759667693052,1.2961329227795204,0.0,1.2961329227795204
2025-01-03 14:00:00+00:00,50.300150759288776,30.821171236461602,30.821171236461602,0.0,19.4141728766882,0.8999837983384653,0.06480664613897602,0.0,0.06480664613897602
2025-01-03 15:00:00+00:00,33.11396774662806,35.792948866169695,35.792948866169695,0.0,0.0,0.8858838977092988,0.0,2.678981119541632,2.678981119541632
2025-01-03 16:00:00+00:00,13.131518733005944,44.61806401918783,44.61806401918783,0.0,0.0,0.7201652383083414,0.0,31.486545286181883,31.486545286181883
2025-01-03 17:00:00+00:00,0.0,50.37245013140812,50.0,0.37245013140812233,0.0,0.45700734357149936,0.0,50.0,50.0
2025-01-03 18:00:00+00:00,0.0,62.9014568547189,50.0,12.901456854718901,0.0,0.1938494488346572,0.0,50.0,50.0
2025-01-03 19:00:00+00:00,1.5185776860516884,74.34061634672491,19.34997296463655,54.990643382088365,0.0,0.1,0.0,17.831395278584868,17.831395278584868
2025-01-03 20:00:00+00:00,2.208765185469776,82.05914203294519,2.2087651854697725,79.85037684747542,0.0,0.1,0.0,0.0,0.0
2025-01-03 21:00:00+00:00,0.0,74.9536065406196,0.0,74.9536065406196,0.0,0.1,0.0,0.0,0.0
2025-01-03 22:00:00+00:00,0.0,61.13364675133123,0.0,61.13364675133123,0.0,0.1,0.0,0.0,0.0
2025-01-03 23:00:00+00:00,0.0,47.52757085950994,0.0,47.52757085950994,0.0,0.1,0.0,0.0,0.0
2025-01-04 00:00:00+00:00,0.0,19.448328628399032,0.0,19.448328628399032,0.0,0.1,0.0,0.0,0.0
2025-01-04 01:00:00+00:00,0.0,20.35093491916896,0.0,20.35093491916896,0.0,0.1,0.0,0.0,0.0
2025-01-04 02:00:00+00:00,0.0,20.38845074252475,0.0,20.38845074252475,0.0,0.1,0.0,0.0,0.0
2025-01-04 03:00:00+00:00,2.627835283067821,21.66061669545448,2.627835283067821,19.032781412386658,0.0,0.1,0.0,0.0,0.0
2025-01-04 04:00:00+00:00,6.652680900622256,23.475777309462337,6.652680900622258,16.82309640884008,0.0,0.1,0.0,0.0,0.0
2025-01-04 05:00:00+00:00,11.03839312148395,29.220619756449842,11.03839312148395,18.182226634965893,0.0,0.1,0.0,0.0,0.0
2025-01-04 06:00:00+00:00,20.810484310833292,37.67008966867493,20.810484310833292,16.85960535784164,0.0,0.1,0.0,0.0,0.0
2025-01-04 07:00:00+00:00,28.98751764953812,44.28959302791475,28.98751764953812,15.302075378376628,0.0,0.1,0.0,0.0,0.0
2025-01-04 08:00:00+00:00,61.65087329582757,48.65328111345983,48.65328111345983,0.0,0.0,0.16173856286624677,12.99759218236774,0.0,12.99759218236774
2025-01-04 09:00:00+00:00,77.95522827220299,43.82033512239834,43.82033512239834,0.0,0.0,0.3238793053278188,34.13489314980465,0.0,34.13489314980465
2025-01-04 10:00:00+00:00,82.65475737814941,36.59330491456138,36.59330491456138,0.0,0.0,0.542671204529862,46.06145246358803,0.0,46.06145246358803
2025-01-04 11:00:00+00:00,80.34257009222307,35.76115083603888,35.76115083603888,0.0,0.0,0.7544329459967368,44.58141925618419,0.0,44.58141925618419
2025-01-04 12:00:00+00:00,73.96584842040696,30.023136093230594,30.023136093230594,0.0,14.829301526523722,0.8927216472998368,29.113410800652645,0.0,29.113410800652645
2025-01-04 13:00:00+00:00,67.49034964604932,29.842476795079513,29.842476795079513,0.0,36.19220231093718,0.8996360823649918,1.455670540032628,0.0,1.455670540032628
2025-01-04 14:00:00+00:00,50.07105477053445,30.239498208655206,30.239498208655206,0.0,19.758773034877613,0.8999818041182496,0.07278352700163282,0.0,0.07278352700163282
2025-01-04 15:00:00+00:00,32.98604727169887,35.1875333713206,35.1875333713206,0.0,0.0,0.8883950351728721,0.0,2.201486099621725,2.201486099621725
